cur_prc,trde_qty,trde_prica,dt,open_pric,high_pric,low_pric,pred_pre,pred_pre_sig,trde_tern_rt
402000,490546,196911,20041213,400000,403500,399000,-4000,5,0.00
406000,517691,210539,20041210,411000,412000,404500,-7000,5,0.00
413000,801717,331754,20041209,417000,420500,410000,-6500,5,0.00
419500,544378,223799,20041208,405500,419500,403000,+8500,2,0.00
411000,535599,221910,20041207,414500,418500,410500,-7000,5,0.00
418000,393351,165380,20041206,425000,425000,418000,-8000,5,0.00
426000,692020,296656,20041203,433000,434000,423000,-2500,5,0.00
428500,519975,224059,20041202,436000,438000,427000,-500,5,0.00
429000,433472,185148,20041201,428500,430500,424500,-5500,5,0.00
434500,614068,264523,20041130,427000,435000,425500,+8500,2,0.00
426000,625415,267224,20041129,429000,431000,423500,-7000,5,0.00
433000,535018,234387,20041126,438500,446000,431500,-8000,5,0.00
441000,443705,195776,20041125,440000,444500,438000,+1500,2,0.00
439500,463002,203267,20041124,438000,442000,434000,-1500,5,0.00
441000,464291,204631,20041123,445000,445500,438000,+1000,2,0.00
440000,691533,304364,20041122,442000,445500,436500,-14000,5,0.00
454000,445179,203114,20041119,460000,466000,449500,-9500,5,0.00
463500,588572,273224,20041118,465000,469500,460000,+2000,2,0.00
461500,439562,202123,20041117,456000,462500,455500,+6000,2,0.00
455500,495098,226407,20041116,459000,460000,455000,-1000,5,0.00
456500,380686,174140,20041115,453000,460000,452500,+8000,2,0.00
448500,454098,203712,20041112,449000,451000,443500,+11500,2,0.00
437000,610884,267892,20041111,439000,443000,435500,-2000,5,0.00
439000,366057,159893,20041110,432000,439000,432000,+8000,2,0.00
431000,535503,232438,20041109,434500,437500,430000,-9000,5,0.00
440000,422837,188807,20041108,458500,458500,440000,-12500,5,0.00
452500,641179,289735,20041105,452000,454000,449500,+4500,2,0.00
448000,601677,271639,20041104,456000,456500,448000,-7000,5,0.00
455000,504366,226542,20041103,442000,455000,441000,+15000,2,0.00
440000,329018,144925,20041102,436000,443000,436000,+500,2,0.00
439500,227882,99574,20041101,437500,441000,433000,0,3,0.00
439500,535245,234363,20041029,438000,440000,432500,0,3,0.00
439500,453529,198633,20041028,441000,442500,434000,+10500,2,0.00
429000,531995,228520,20041027,433500,435000,424500,-1000,5,0.00
430000,274872,118191,20041026,429500,433500,429000,+2000,2,0.00
428000,630626,270667,20041025,433000,433000,424500,-9500,5,0.00
437500,465858,203979,20041022,435000,441500,434000,+8500,2,0.00
429000,583366,251476,20041021,428500,436000,427500,+500,2,0.00
428500,498320,215515,20041020,431000,439000,427500,-10000,5,0.00
438500,528292,232162,20041019,440000,443500,436000,+6000,2,0.00
432500,742560,320505,20041018,432000,436000,428000,-4500,5,0.00
437000,1293901,569340,20041015,441000,446500,436500,-7000,5,0.00
444000,1017089,450807,20041014,448000,448000,437000,-5000,5,0.00
449000,727849,326761,20041013,447000,451000,446500,+3000,2,0.00
446000,1061701,481848,20041012,464000,464000,446000,-20500,5,0.00
466500,768317,360023,20041011,470500,472500,465500,-10000,5,0.00
476500,836061,402392,20041008,483000,487500,474500,-11500,5,0.00
488000,362921,176484,20041007,491000,494500,482000,-6500,5,0.00
494500,723015,357062,20041006,489500,501000,485000,+6500,2,0.00
488000,463306,226393,20041005,493000,493000,484000,-2000,5,0.00
490000,636619,306613,20041004,471000,490000,471000,+29000,2,0.00
461000,530609,244063,20041001,458000,463500,456000,+3000,2,0.00
458000,532078,242783,20040930,453000,459000,453000,-1000,5,0.00
459000,346485,158915,20040924,456000,461500,454000,-1000,5,0.00
460000,475166,217560,20040923,458000,460000,454500,-2500,5,0.00
462500,392799,184691,20040922,475000,479000,462500,-11500,5,0.00
474000,354370,167376,20040921,473000,474500,469000,+5000,2,0.00
469000,469603,221629,20040920,468500,476500,467000,-500,5,0.00
469500,688965,327597,20040917,480000,482000,468500,-10500,5,0.00
480000,587680,281828,20040916,471000,486000,469000,+2000,2,0.00
478000,497374,238945,20040915,477500,485000,477000,-5500,5,0.00
483500,811288,393161,20040914,487000,488000,481000,+8500,2,0.00
475000,793351,372524,20040913,463500,475000,462000,+17500,2,0.00
457500,875749,393978,20040910,442000,459500,438000,+18500,2,0.00
439000,642054,280165,20040909,433500,440000,431000,+5500,2,0.00
433500,345375,150873,20040908,434000,440000,433500,-500,5,0.00
434000,264463,114994,20040907,434000,437000,432000,+500,2,0.00
433500,473691,204665,20040906,435000,436500,428500,-3000,5,0.00
436500,647732,285548,20040903,446000,448000,436500,-15500,5,0.00
452000,352113,158863,20040902,452000,456000,448000,-1000,5,0.00
453000,377377,170833,20040901,451000,457000,447500,+2000,2,0.00
451000,468386,210713,20040831,451000,454000,446500,-7000,5,0.00
458000,241630,110819,20040830,458500,462500,455500,-500,5,0.00
458500,402941,184303,20040827,456000,460000,454000,+2500,2,0.00
456000,497112,226960,20040826,455000,459000,453500,+5000,2,0.00
451000,457356,205204,20040825,446000,453000,443000,+6000,2,0.00
445000,405015,178871,20040824,439000,447000,434500,+7000,2,0.00
438000,435439,189766,20040823,437000,439500,431000,+4000,2,0.00
434000,326266,142248,20040820,439500,439500,433500,-7500,5,0.00
441500,559471,245982,20040819,434500,442000,434000,+11500,2,0.00
430000,415044,177753,20040818,429500,432000,422500,+4500,2,0.00
425500,287150,123500,20040817,435000,436000,425500,-4500,5,0.00
430000,361485,155667,20040816,436000,438000,426500,-8000,5,0.00
438000,496574,215532,20040813,431000,440000,426000,+7000,2,0.00
431000,569759,243733,20040812,423000,431000,421500,+5500,2,0.00
425500,368387,157755,20040811,428000,430500,425500,+1500,2,0.00
424000,376410,158558,20040810,417000,425500,416500,+5000,2,0.00
419000,506802,209711,20040809,408000,419000,408000,-500,5,0.00
419500,358431,150744,20040806,415000,426000,414000,-3500,5,0.00
423000,431818,180610,20040805,413000,423500,410500,+10000,2,0.00
413000,375988,153072,20040804,405500,413000,403000,0,3,0.00
413000,287373,118489,20040803,410000,415000,409000,+5000,2,0.00
408000,447638,183883,20040802,417500,417500,408000,-9000,5,0.00
417000,390078,162544,20040730,416500,419500,414000,+6000,2,0.00
411000,358967,148286,20040729,415500,418000,410000,-12000,5,0.00
423000,469084,199779,20040728,427000,429500,421000,+3000,2,0.00
420000,416817,173042,20040727,414000,421000,410000,+2000,2,0.00
418000,327744,136281,20040726,410000,420500,410000,0,3,0.00
418000,391026,163532,20040723,417000,421500,415500,+500,2,0.00
417500,622068,258847,20040722,417500,418500,413500,-12000,5,0.00
429500,474890,203434,20040721,426500,431500,425000,+12500,2,0.00
417000,404989,169868,20040720,419000,423000,417000,-9500,5,0.00
426500,482588,203565,20040719,415000,427500,414000,+3500,2,0.00
423000,961775,396277,20040716,404000,423000,399500,+14500,2,0.00
408500,1145554,466862,20040715,416000,419000,399500,-9500,5,0.00
418000,609056,258596,20040714,429500,432500,416500,-15500,5,0.00
433500,515481,220707,20040713,426500,433500,422000,+10500,2,0.00
423000,667768,283964,20040712,426000,429500,422000,-1000,5,0.00
424000,775613,327476,20040709,418000,425500,417500,+4000,2,0.00
420000,1106829,469508,20040708,427000,432000,419500,-17000,5,0.00
437000,750052,321040,20040707,425000,437000,420000,-4000,5,0.00
441000,457163,202113,20040706,436500,446500,436500,-2000,5,0.00
443000,550043,241320,20040705,444000,446500,433500,-1000,5,0.00
444000,717982,320668,20040702,455000,455000,441000,-21000,5,0.00
465000,512358,240696,20040701,476000,477500,464500,-12000,5,0.00
477000,519841,246997,20040630,474500,479500,469500,+6000,2,0.00
471000,461056,214868,20040629,460000,473500,458000,+3000,2,0.00
468000,537068,252033,20040628,480000,480000,464500,-14000,5,0.00
482000,607260,289995,20040625,474500,483000,471500,+12500,2,0.00
469500,723754,337084,20040624,462000,472500,459000,+20500,2,0.00
449000,571102,256711,20040623,450000,454000,443500,+5000,2,0.00
444000,428963,188293,20040622,442000,444500,435500,-2000,5,0.00
446000,602878,268360,20040621,440000,449000,437000,+10500,2,0.00
435500,524323,228400,20040618,435000,444000,428000,-6500,5,0.00
442000,737159,321439,20040617,439500,442000,429000,+6000,2,0.00
436000,748944,331991,20040616,440000,451500,434500,-2500,5,0.00
438500,794498,342672,20040615,430000,438500,421000,+10000,2,0.00
428500,929633,404887,20040614,430000,444000,426500,-8000,5,0.00
436500,1442295,643951,20040611,468000,468500,433000,-31500,5,0.00
468000,1118674,525676,20040610,475000,479000,465000,-15000,5,0.00
483000,577082,283413,20040609,504000,505000,480500,-15000,5,0.00
498000,413647,207498,20040608,505000,507000,496000,+2000,2,0.00
496000,566203,279497,20040607,492000,497000,488500,+15000,2,0.00
481000,679272,323002,20040604,475000,481500,467000,+7500,2,0.00
473500,1020033,498224,20040603,503000,507000,473500,-28500,5,0.00
502000,515988,259751,20040602,510000,511000,499000,-13000,5,0.00
515000,310043,158850,20040601,508000,517000,506000,+9000,2,0.00
506000,477512,241957,20040531,517000,518000,499500,-14000,5,0.00
520000,510303,263200,20040528,516000,520000,510000,+14000,2,0.00
506000,560753,285582,20040527,511000,513000,505000,+14000,2,0.00
492000,542560,268632,20040525,502000,503000,491500,-19000,5,0.00
511000,399931,204272,20040524,514000,515000,506000,+9000,2,0.00
502000,449980,224359,20040521,499500,502000,493500,+7500,2,0.00
494500,830837,413397,20040520,496000,509000,487000,-5500,5,0.00
500000,829377,409171,20040519,479000,506000,478500,+26500,2,0.00
473500,1087083,508429,20040518,450500,478000,448000,+15500,2,0.00
458000,1093093,513616,20040517,488000,492000,458000,-33500,5,0.00
491500,1077128,538204,20040514,511000,516000,485500,-15500,5,0.00
507000,772133,396016,20040513,520000,525000,507000,-18000,5,0.00
525000,905499,471878,20040512,515000,530000,511000,+24000,2,0.00
501000,1053296,533309,20040511,509000,516000,499000,-8000,5,0.00
509000,1015597,522498,20040510,530000,534000,492000,-31000,5,0.00
540000,914973,487025,20040507,525000,540000,518000,+12000,2,0.00
528000,1161899,623912,20040506,548000,550000,526000,-27000,5,0.00
555000,951100,529953,20040504,556000,564000,550000,-1000,5,0.00
556000,764935,422430,20040503,557000,561000,546000,-1000,5,0.00
557000,1382599,773336,20040430,560000,571000,549000,-19000,5,0.00
576000,1216802,706609,20040429,585000,590000,572000,-26000,5,0.00
602000,795390,486095,20040428,618000,619000,601000,-16000,5,0.00
618000,702086,437360,20040427,626000,629000,615000,-8000,5,0.00
626000,561874,355688,20040426,637000,638000,626000,-11000,5,0.00
637000,720217,453974,20040423,625000,637000,622000,+17000,2,0.00
620000,738484,462382,20040422,625000,631000,617000,-5000,5,0.00
625000,865964,534281,20040421,613000,627000,608000,+10000,2,0.00
615000,683283,415282,20040420,607000,615000,599000,+16000,2,0.00
599000,774293,460184,20040419,595000,599000,591000,+5000,2,0.00
594000,1106913,665726,20040416,610000,610000,592000,-21000,5,0.00
615000,804183,493625,20040414,616000,616000,608000,-1000,5,0.00
616000,605118,373850,20040413,615000,622000,612000,+6000,2,0.00
610000,435900,264758,20040412,595000,614000,594000,+15000,2,0.00
595000,321363,190877,20040409,599000,600000,590000,-10000,5,0.00
605000,428071,257742,20040408,605000,605000,597000,+5000,2,0.00
600000,544137,326491,20040407,595000,607000,591000,+5000,2,0.00
595000,833831,491987,20040406,584000,595000,582000,+30000,2,0.00
565000,410563,234748,20040402,578000,579000,565000,-10000,5,0.00
575000,395780,226169,20040401,570000,575000,568000,+3000,2,0.00
572000,597861,339641,20040331,568000,572000,563000,+12000,2,0.00
560000,402826,225898,20040330,562000,565000,557000,+5000,2,0.00
555000,491426,273776,20040329,549000,561000,548000,+10000,2,0.00
545000,854116,468062,20040326,547000,554000,543000,+10000,2,0.00
535000,468804,252638,20040325,545000,547000,531000,-7000,5,0.00
542000,420804,227358,20040324,540000,545000,535000,+1000,2,0.00
541000,382156,205494,20040323,535000,544000,532000,-3000,5,0.00
544000,400081,219091,20040322,550000,554000,541000,-11000,5,0.00
555000,341101,186867,20040319,541000,555000,540000,+11000,2,0.00
544000,440752,239077,20040318,548000,548000,537000,-1000,5,0.00
545000,423484,228509,20040317,534000,547000,532000,+17000,2,0.00
528000,394146,204942,20040316,517000,528000,514000,+3000,2,0.00
525000,364469,192739,20040315,532000,533000,525000,+1000,2,0.00
524000,921331,483125,20040312,530000,533000,507000,-9000,5,0.00
533000,922782,492362,20040311,529000,541000,528000,+2000,2,0.00
531000,452426,241755,20040310,538000,542000,530000,-8000,5,0.00
539000,353565,190913,20040309,540000,545000,535000,-10000,5,0.00
549000,404777,224496,20040308,561000,563000,547000,-15000,5,0.00
564000,428855,243604,20040305,571000,571000,564000,-5000,5,0.00
569000,428181,241752,20040304,554000,569000,552000,+15000,2,0.00
554000,359226,199502,20040303,555000,559000,552000,0,3,0.00
554000,498670,276253,20040302,555000,558000,549000,+9000,2,0.00
545000,419377,224301,20040227,520000,545000,520000,+19000,2,0.00
526000,344548,181842,20040226,527000,532000,523000,+1000,2,0.00
525000,490896,256385,20040225,528000,529000,522000,-6000,5,0.00
531000,608511,326077,20040224,540000,544000,529000,-16000,5,0.00
547000,381737,207630,20040223,545000,552000,539000,-2000,5,0.00
549000,363375,199572,20040220,547000,554000,544000,-6000,5,0.00
555000,377718,207828,20040219,551000,555000,545000,+6000,2,0.00
549000,373082,207586,20040218,563000,568000,549000,-11000,5,0.00
560000,364409,205257,20040217,561000,571000,556000,-3000,5,0.00
563000,625017,350076,20040216,555000,566000,551000,+8000,2,0.00
555000,335215,184486,20040213,545000,555000,542000,+6000,2,0.00
549000,571000,315658,20040212,560000,560000,546000,-5000,5,0.00
554000,608784,337335,20040211,550000,559000,548000,+8000,2,0.00
546000,411416,224389,20040210,547000,550000,538000,+3000,2,0.00
543000,452758,245146,20040209,536000,546000,535000,+16000,2,0.00
527000,697507,366227,20040206,516000,535000,514000,+15000,2,0.00
512000,364986,186347,20040205,505000,515000,503000,+3000,2,0.00
509000,371285,190262,20040204,514000,517000,509000,-8000,5,0.00
517000,458660,236439,20040203,515000,524000,514000,-13000,5,0.00
530000,252921,128009,20040202,524000,530000,520000,+6000,2,0.00
524000,430378,208261,20040130,533000,534000,521000,-9000,5,0.00
533000,473272,249110,20040129,541000,541000,528000,-5000,5,0.00
538000,583722,311954,20040128,538000,548000,532000,+3000,2,0.00
535000,696294,376340,20040127,554000,554000,530000,-10000,5,0.00
545000,1475796,704371,20040126,542000,555000,535000,+19000,2,0.00
526000,403077,206708,20040120,521000,530000,515000,+5000,2,0.00
521000,538967,279025,20040119,509000,524000,507000,+15000,2,0.00
506000,554950,279160,20040116,501000,507000,500000,+9500,2,0.00
496500,632553,312120,20040115,495000,500000,490500,+2000,2,0.00
494500,574867,281659,20040114,491000,499500,491000,-8500,5,0.00
503000,440843,221997,20040113,508000,509000,500000,-2000,5,0.00
505000,679915,342671,20040112,505000,510000,498000,-3000,5,0.00
508000,1469628,727403,20040109,480000,512000,478000,+39000,2,0.00
469000,750498,354138,20040108,471000,477500,468500,+4000,2,0.00
465000,399440,186025,20040107,463500,469000,462000,+5000,2,0.00
460000,448150,205573,20040106,467000,467000,458500,+2500,2,0.00
457500,447718,203557,20040105,449000,457500,447500,+8500,2,0.00
449000,378898,170046,20040102,451000,453000,446500,-2000,5,0.00
451000,448634,201610,20031230,448000,454000,445000,+11000,2,0.00
440000,368876,161454,20031229,440000,442500,438000,-1500,5,0.00
441500,439136,193255,20031226,439000,442000,439000,+2500,2,0.00
439000,586749,258961,20031224,445000,446500,435500,-3000,5,0.00
442000,452067,199884,20031223,444000,446500,442000,0,3,0.00
442000,445253,195214,20031222,441000,448000,441000,-6500,5,0.00
448500,470633,187611,20031219,445500,452000,443500,+6000,2,0.00
442500,782612,345763,20031218,442500,444000,437500,0,3,0.00
442500,776460,339418,20031217,455000,456500,442000,-11500,5,0.00
454000,490590,221429,20031216,451000,458000,449000,-7000,5,0.00
461000,441544,199251,20031215,460000,464500,457500,+6000,2,0.00
455000,429952,196591,20031212,460000,462500,453000,+2500,2,0.00
452500,1015208,459373,20031211,453000,461500,452500,-500,5,0.00
453000,1041971,459155,20031210,437500,453000,436000,+8000,2,0.00
445000,392066,174513,20031209,449000,454000,444000,-5000,5,0.00
450000,576982,253070,20031208,451500,453000,441000,-1500,5,0.00
451500,567509,257877,20031205,460500,460500,449500,-9500,5,0.00
461000,430977,199871,20031204,468000,470000,461000,-10000,5,0.00
471000,341156,158445,20031203,470000,475500,466500,+2500,2,0.00
468500,388327,162118,20031202,469500,470500,466500,+2500,2,0.00
466000,353318,152028,20031201,465000,470000,460500,+1000,2,0.00
465000,364500,168117,20031128,456500,467000,456500,+9500,2,0.00
455500,265957,109404,20031127,455000,457000,450500,+500,2,0.00
455000,377340,161503,20031126,452500,456500,449000,+3500,2,0.00
451500,475289,178048,20031125,451000,453500,446000,+8000,2,0.00
443500,436803,195178,20031124,454500,456500,442000,-12500,5,0.00
456000,656017,296944,20031121,447500,458500,446000,+7000,2,0.00
449000,651351,285418,20031120,453000,456500,447500,-7500,5,0.00
456500,751108,342056,20031119,456000,460500,452500,-10000,5,0.00
466500,281467,130112,20031118,458000,467500,458000,+5500,2,0.00
461000,504925,232023,20031117,465000,465500,454000,-8000,5,0.00
469000,381479,181134,20031114,474000,478500,469000,-8000,5,0.00
477000,537707,255625,20031113,478000,478500,470500,+7000,2,0.00
470000,305357,140629,20031112,460000,470000,457500,+9000,2,0.00
461000,504945,230488,20031111,456000,461500,453000,-5000,5,0.00
466000,527244,245117,20031110,471000,474500,459500,-11000,5,0.00
477000,379139,178472,20031107,470000,477000,468000,+12000,2,0.00
465000,646559,306586,20031106,480000,480500,464000,-15000,5,0.00
480000,594854,283607,20031105,474000,480500,472000,+1000,2,0.00
479000,815874,391502,20031104,480000,484500,474000,+4500,2,0.00
474500,360846,170253,20031103,470000,475000,466500,+4500,2,0.00
470000,491659,230476,20031031,475000,475500,463500,-1000,5,0.00
471000,417794,196066,20031030,470000,472000,466000,+4000,2,0.00
467000,691498,325341,20031029,471000,474000,466500,+5000,2,0.00
462000,641982,293112,20031028,448500,464500,445000,+14000,2,0.00
448000,464830,204270,20031027,437500,448000,435500,+11000,2,0.00
437000,604820,265982,20031024,447500,449500,434500,-10500,5,0.00
447500,709273,320774,20031023,459000,462000,445000,-22500,5,0.00
470000,589650,274703,20031022,465000,471000,457500,+8000,2,0.00
462000,687879,305166,20031021,462000,468500,457000,+4000,2,0.00
458000,563892,256782,20031020,448500,460000,448500,+6000,2,0.00
452000,735456,336070,20031017,459000,466000,449500,-7500,5,0.00
459500,741036,334913,20031016,450000,459500,446000,+8500,2,0.00
451000,521256,235504,20031015,456000,457500,447000,-2000,5,0.00
453000,687552,311596,20031014,449500,456000,449000,+8000,2,0.00
445000,549225,243576,20031013,439000,447500,436000,0,3,0.00
445000,828730,353564,20031010,431000,448000,428000,+16500,2,0.00
428500,810190,331348,20031009,424000,431000,422500,+4500,2,0.00
424000,651068,233790,20031008,430000,430000,421000,-2000,5,0.00
426000,502353,196713,20031007,427000,428500,421500,+5000,2,0.00
421000,888560,364843,20031006,417500,425500,416500,+12500,2,0.00
408500,825220,336818,20031002,411500,411500,405000,+8500,2,0.00
400000,792656,306985,20031001,388000,401500,387000,+8000,2,0.00
392000,841868,333042,20030930,391000,400000,391000,+5500,2,0.00
386500,756235,280528,20030929,387500,390500,378000,-1500,5,0.00
388000,744042,292724,20030926,396000,400500,388000,-13000,5,0.00
401000,893356,351653,20030925,391000,401500,389000,-4000,5,0.00
405000,966806,389684,20030924,404000,407500,399000,+7500,2,0.00
397500,1176108,464271,20030923,400000,402500,389000,-5500,5,0.00
403000,858856,350807,20030922,422500,424000,399500,-27000,5,0.00
430000,686823,298973,20030919,449500,450000,426500,-14000,5,0.00
444000,461147,204860,20030918,451000,451500,440500,-5500,5,0.00
449500,564553,253620,20030917,450000,453500,446500,+5000,2,0.00
444500,458935,201732,20030916,435000,445000,434000,+7000,2,0.00
437500,695269,309158,20030915,455000,457000,437000,-24500,5,0.00
462000,898131,414761,20030909,458000,470000,457000,+10500,2,0.00
451500,365304,161327,20030908,443500,451500,441000,+8500,2,0.00
443000,355604,154596,20030905,442000,446500,440000,+7000,2,0.00
436000,286400,124800,20030904,432000,438500,431000,+3500,2,0.00
432500,429998,186011,20030903,432000,435500,429000,+2000,2,0.00
430500,324845,140618,20030902,440000,441000,429500,-6500,5,0.00
437000,328500,143405,20030901,437000,440500,432500,+2000,2,0.00
435000,531871,230664,20030829,441000,442000,429000,-3000,5,0.00
438000,566799,250687,20030828,450000,450000,436500,-5000,5,0.00
443000,410949,182761,20030827,447000,447500,442000,-2500,5,0.00
445500,432600,190878,20030826,439000,447000,436500,+2500,2,0.00
443000,324557,144412,20030825,444000,447500,441000,-3000,5,0.00
446000,504999,224692,20030822,443000,449000,441500,+4500,2,0.00
441500,465970,205034,20030821,434000,442000,434000,+6500,2,0.00
435000,492630,214755,20030820,431000,439500,428000,+5000,2,0.00
430000,475870,205610,20030819,432500,435000,430000,+11000,2,0.00
419000,398577,168831,20030818,427500,429000,417500,-6000,5,0.00
425000,472130,198878,20030814,418500,425000,413500,+12500,2,0.00
412500,273930,112198,20030813,406000,413000,404000,+12500,2,0.00
400000,387740,156499,20030812,410000,410000,397500,-8000,5,0.00
408000,340817,136496,20030811,397000,408000,396500,+2000,2,0.00
406000,221908,90284,20030808,410000,412000,404500,-4000,5,0.00
410000,308690,126064,20030807,412000,412500,404500,-3000,5,0.00
413000,492076,204888,20030806,420000,421000,411000,-15000,5,0.00
428000,308530,131776,20030805,422500,429500,422500,+6500,2,0.00
421500,203850,86167,20030804,420000,426000,420000,-4500,5,0.00
426000,500590,212483,20030801,418000,427000,418000,+10000,2,0.00
416000,412397,173211,20030731,420000,424500,413500,-5500,5,0.00
421500,323196,136341,20030730,420000,423500,420000,-2000,5,0.00
423500,433456,182560,20030729,420000,424000,418000,+5500,2,0.00
418000,404172,168575,20030728,415000,419500,412500,+10000,2,0.00
408000,300934,121573,20030725,404000,408000,399000,+1500,2,0.00
406500,513704,208374,20030724,400500,409000,399000,+3000,2,0.00
403500,480516,195840,20030723,415000,417000,402000,-8500,5,0.00
412000,425822,173899,20030722,405000,412000,404500,+5000,2,0.00
407000,469734,191168,20030721,402000,410500,402000,+3000,2,0.00
404000,919607,370774,20030718,397500,408000,397500,-14000,5,0.00
418000,822770,341829,20030716,415000,420500,409000,+10000,2,0.00
408000,704153,287147,20030715,411000,411500,404000,-1500,5,0.00
409500,934227,377601,20030714,395000,410500,394500,+15500,2,0.00
394000,449282,175135,20030711,388000,394000,385000,+2000,2,0.00
392000,512070,201815,20030710,394000,398000,392000,-4500,5,0.00
396500,377390,149914,20030709,399000,399500,394500,-2000,5,0.00
398500,1241668,494838,20030708,399500,400000,395500,+12500,2,0.00
386000,296037,114046,20030707,387000,387500,383500,+2000,2,0.00
384000,248690,95169,20030704,381500,385500,379000,+2000,2,0.00
382000,1174700,453869,20030703,382000,391000,379000,+11000,2,0.00
371000,519844,192112,20030702,369500,371000,365500,+9000,2,0.00
362000,260070,93301,20030701,355000,362500,352000,+7000,2,0.00
355000,312166,111393,20030630,358000,360500,353500,-6000,5,0.00
361000,454494,166698,20030627,367000,370500,361000,-3500,5,0.00
364500,345345,124649,20030626,352500,367500,352500,+5000,2,0.00
359500,344481,123067,20030625,352500,360500,351000,+8000,2,0.00
351500,457725,160446,20030624,350000,352500,349000,-5500,5,0.00
357000,407370,146381,20030623,364000,365000,356000,-7000,5,0.00
364000,466700,171064,20030620,365000,370000,364000,-6000,5,0.00
370000,960478,351429,20030619,360000,375000,357000,+16000,2,0.00
354000,384870,136992,20030618,351500,359000,351500,-3000,5,0.00
357000,841400,297756,20030617,353000,357500,349500,+16000,2,0.00
341000,381201,130766,20030616,345000,348000,341000,-9500,5,0.00
350500,594126,209039,20030613,354000,356000,348500,+500,2,0.00
350000,905690,317126,20030612,350000,352000,347500,+5000,2,0.00
345000,550459,192019,20030611,348000,352500,344000,+1000,2,0.00
344000,413612,141999,20030610,340000,347000,339000,0,3,0.00
344000,774920,264263,20030609,336500,344500,334500,+10500,2,0.00
333500,547025,182478,20030605,333000,336500,331000,+4500,2,0.00
329000,408638,132966,20030604,326000,329000,321500,+5500,2,0.00
323500,535555,174745,20030603,327500,330000,323500,-10500,5,0.00
334000,664300,220300,20030602,329000,335000,329000,+10000,2,0.00
324000,461810,149488,20030530,324500,325500,320000,-500,5,0.00
324500,682639,221162,20030529,321000,327000,318000,+3500,2,0.00
321000,690768,222457,20030528,324000,325500,318500,+7000,2,0.00
314000,256878,80613,20030527,315000,318000,311500,-3000,5,0.00
317000,424448,133867,20030526,312000,318500,308500,+5000,2,0.00
312000,428916,132308,20030523,304000,312500,303500,+12000,2,0.00
300000,489515,148455,20030522,301500,308500,298500,-4000,5,0.00
304000,408550,124498,20030521,304500,308500,302500,-2500,5,0.00
306500,470063,141940,20030520,296000,307000,295500,+5500,2,0.00
301000,621857,187067,20030519,302500,304500,299000,-6000,5,0.00
307000,628116,194905,20030516,313000,315500,307000,-8000,5,0.00
315000,570203,178226,20030515,312000,317000,307500,+5500,2,0.00
309500,489339,152169,20030514,313000,315000,308500,-6500,5,0.00
316000,585590,187882,20030513,327000,327000,314500,-11000,5,0.00
327000,732201,239551,20030512,325000,329500,323000,+10000,2,0.00
317000,457465,144654,20030509,316000,318500,313000,-2500,5,0.00
319500,983272,312707,20030507,317000,320000,310000,+6500,2,0.00
313000,712631,223450,20030506,310500,316000,310500,+6000,2,0.00
307000,822432,251511,20030502,305000,310000,300500,+2000,2,0.00
305000,640825,194943,20030430,302000,306500,299500,+4500,2,0.00
300500,624782,184976,20030429,293500,301500,291000,+15500,2,0.00
285000,544833,156009,20030428,284500,292000,283000,-2500,5,0.00
287500,711017,204513,20030425,290000,292000,285000,-7500,5,0.00
295000,472185,139524,20030424,299000,302000,292000,-5000,5,0.00
300000,473874,143048,20030423,302500,305500,299000,+1500,2,0.00
298500,712694,214823,20030422,305000,307000,297500,-10500,5,0.00
309000,409736,127363,20030421,312000,317000,308500,-6000,5,0.00
315000,815768,254068,20030418,310500,315000,303000,+13000,2,0.00
302000,685584,210626,20030417,307000,310500,302000,-8500,5,0.00
310500,1100838,339461,20030416,305000,312500,303500,+14500,2,0.00
296000,705281,207067,20030415,293000,296500,290500,+10500,2,0.00
285500,702430,202216,20030414,283500,294000,283500,+500,2,0.00
285000,793342,229254,20030411,285000,294000,284500,-3000,5,0.00
288000,1081435,310989,20030410,286500,291000,283500,+1500,2,0.00
286500,841710,243938,20030409,292000,294000,286000,-12500,5,0.00
299000,808535,240248,20030408,292000,301500,291000,0,3,0.00
299000,995761,291705,20030407,288000,300500,285500,+15500,2,0.00
283500,1075290,300419,20030404,276000,285500,272000,+4500,2,0.00
279000,1184791,333997,20030403,286000,287500,279000,0,3,0.00
279000,1206928,339976,20030402,285000,287000,277500,-5000,5,0.00
284000,994684,276439,20030401,278000,284000,274000,0,3,0.00
284000,928851,269401,20030331,298000,300000,284000,-23000,5,0.00
307000,664470,198945,20030328,299000,307000,296500,+8500,2,0.00
298500,482682,144125,20030327,299000,302500,296500,-5500,5,0.00
304000,900393,275868,20030326,308000,310500,303000,-2000,5,0.00
306000,884295,270430,20030325,307000,307000,303000,-6500,5,0.00
312500,830822,261136,20030324,317000,317000,311000,-2500,5,0.00
315000,621172,194282,20030321,311500,316500,308500,+3500,2,0.00
311500,1190038,363410,20030320,300000,311500,298000,+15500,2,0.00
296000,587196,174183,20030319,296000,301000,294000,-3000,5,0.00
299000,842759,250808,20030318,299500,301500,293500,+11000,2,0.00
288000,770011,223881,20030317,296500,297000,282000,-8500,5,0.00
296500,765947,228323,20030314,299000,303000,293000,+6500,2,0.00
290000,1076920,310480,20030313,290500,291500,282500,0,3,0.00
290000,1008070,290555,20030312,287500,291500,286500,+2500,2,0.00
